x,y
5.496714153011233,4.861735698828816
5.6476885381006925,6.523029856408026
4.765846625276664,4.765863043050819
6.5792128155073915,5.7674347291529084
4.530525614065048,5.542560043585965
4.536582307187538,4.5342702464297435
5.241962271566035,3.086719755342202
3.2750821674869672,4.437712470759028
3.9871688796655764,5.314247332595274
4.091975924478789,3.5876962986647083
6.465648768921554,4.774223699513464
5.067528204687924,3.575251813786543
4.455617275474817,5.110922589709866
3.8490064225776974,5.3756980183456715
4.399361310081195,4.708306250206723
4.398293387770603,6.852278184508938
4.986502775262066,3.9422890710441
5.822544912103189,3.7791563500289778
5.208863595004756,3.040329876120224
3.6718139511015693,5.1968612358691235
5.738466579995411,5.17136828118997
4.88435171761176,4.698896304410711
3.5214780096325726,4.280155791605291
4.539361229040212,6.057122226218915
5.343618289568461,3.236959844637266
5.3240839693947954,4.6149177195836835
4.323077999694041,5.611676288840868
6.030999522495951,5.931280119116199
4.160782476777362,4.690787624148785
5.331263431403564,5.975545127122359
4.52082576215471,4.8143410233361825
3.893665025993972,3.803793375919329
5.812525822394198,6.356240028570823
4.927989878419666,6.003532897892024
5.361636025047634,4.354880245394876
5.361395605508414,6.538036566465969
4.964173960890048,6.564643655814006
2.3802548959102556,5.821902504375224
5.087047068238172,4.7009926495341325
5.091760776535502,3.012431085399107
4.780328112162488,5.357112571511746
6.477894044741516,4.481729781726353
4.191506397106813,4.498242956415464
5.915402117702074,5.3287511096596845
4.470239796232962,5.513267433113356
5.0970775493480405,5.968644990532889
4.297946906122648,4.672337853402232
4.607891846867842,3.5364850518678814
5.296120277064576,5.261055272179889
5.005113456642461,4.765412866624852
12.876943886924378,9.369032015851962
14.485928225209845,8.796584096167571
14.758071432500987,10.606076285221807
17.829278851815797,10.261866719247758
15.386325586084146,9.88833112635075
12.121843177051439,9.960229186826174
15.09034531491154,13.69486316872793
14.711458552828317,10.452321013500418
14.947932345442135,8.246982943570702
16.714234221772532,11.127899549030161
16.18654792056457,8.635918817807891
17.10419146640415,7.8972234058115784
